subject_name,course_code,course_title,option_number,component,class_nbr,section,meeting_start_date,meeting_end_date,day,start_time,end_time,room,instructor,seats_open,seats_cap
Art Experience,ARTX 43,Art Experience,1,Seminar,53751,01,2026-01-12,2026-04-27,To be announced,TBA,,Online,Kate Johnson,400,400
Art History,ARTH 124,Survey Themes in the History of Art,1,Lecture,56255,01,2026-01-12,2026-04-27,Monday Wednesday,15:00,16:15,MAGIC Spell Studios (MSS)-2180,Ellen Tani,50,50
Art History,ARTH 135,Survey Ancient to Medieval Art,1,Lecture,53296,01,2026-01-12,2026-04-27,Tuesday Thursday,18:30,19:45,Online,- To Be Determined,50,50
Art History,ARTH 135,Survey Ancient to Medieval Art,2,Lecture,56848,800,2026-01-19,2026-05-05,Monday | Friday,09:00 | 08:30,10:20 | 09:50,To be announced,Marija Kamber,32,32
Art History,ARTH 136,Survey Renaissance to Modern Art,1,Lecture,53583,01,2026-01-12,2026-04-27,Tuesday Thursday,09:30,10:45,Wallace Library (WAL)-4480,- To Be Determined,48,48
Art History,ARTH 136,Survey Renaissance to Modern Art,2,Lecture,53739,02,2026-01-12,2026-04-27,Monday Wednesday,15:00,16:15,Wallace Library (WAL)-3430,Michael Amy,50,50
Art History,ARTH 136,Survey Renaissance to Modern Art,3,Lecture,53656,03,2026-01-12,2026-04-27,Monday Wednesday,17:00,18:15,Wallace Library (WAL)-3430,Michael Amy,50,50
Art History,ARTH 136,Survey Renaissance to Modern Art,4,Lecture,53669,04,2026-01-12,2026-04-27,Tuesday Thursday,17:00,18:15,James E Booth (BOO)-1350,- To Be Determined,50,50
Art History,ARTH 136,Survey Renaissance to Modern Art,5,Lecture,53752,07,2026-01-12,2026-04-27,Tuesday Thursday,11:00,12:15,James E Booth (BOO)-1350,- To Be Determined,50,50
Art History,ARTH 136,Survey Renaissance to Modern Art,6,Lecture,53809,08,2026-01-12,2026-04-27,Tuesday Thursday,12:30,13:45,James E Booth (BOO)-1350,- To Be Determined,60,60
Art History,ARTH 136,Survey Renaissance to Modern Art,7,Lecture,53810,09,2026-01-12,2026-04-27,Monday Wednesday Friday,12:00,12:50,James E Booth (BOO)-1350,Heidi Nickisher,50,50
Art History,ARTH 138,Survey Latin American Art Colonial to Contemporary,1,Lecture,56256,01,2026-01-12,2026-04-27,Monday Wednesday,15:00,16:15,James E Booth (BOO)-1350,Heidi Nickisher,50,50
Art History,ARTH 139,Survey Materials and Meanings,1,Lecture,53757,01,2026-01-12,2026-04-27,Tuesday Thursday,14:00,15:15,James E Booth (BOO)-1350,Sarah Thompson,48,48
Art History,ARTH 368,20th Century Art 1900 1950,1,Lecture,56405,01,2026-01-12,2026-04-27,Tuesday Thursday,15:30,16:45,Frank E. Gannett (GAN)-4020,Amy Baer,25,25
Art History,ARTH 368,20th Century Art 1900 1950,2,Lecture,56863,800,2026-01-19,2026-05-05,Monday | Friday,10:30 | 10:30,11:50 | 11:50,To be announced,Marija Kamber,25,25
Art History,ARTH 369,20th Century Art Since 1950,1,Lecture,53753,01,2026-01-12,2026-04-27,Tuesday Thursday,17:00,18:15,Frank E. Gannett (GAN)-3105,Amy Baer,25,25
Art History,ARTH 400,Seminar Research in Art History,1,Seminar,53746,01,2026-01-12,2026-04-27,Tuesday Thursday,09:30,10:45,Wallace Library (WAL)-3520,Daniel Worden,15,15
Art History,ARTH 521,The Image,1,Lecture,56259,01,2026-01-12,2026-04-27,Tuesday Thursday,14:00,15:15,Frank E. Gannett (GAN)-2050,Catherine Zuromskis,20,20
Art History,ARTH 522,Documentary Aesthetics,1,Lecture,56258,01,2026-01-12,2026-04-27,Tuesday Thursday,12:30,13:45,Wallace Library (WAL)-3490,Daniel Worden,25,25
Art History,ARTH 550,Topics in Art History,1,Lecture,56403,01,2026-01-12,2026-04-27,Tuesday Thursday,12:30,13:45,Frank E. Gannett (GAN)-1104,Rachel Hutcheson,25,25
Art History,ARTH 550,Topics in Art History,2,Lecture,56633,02,2026-01-12,2026-04-27,Tuesday Thursday,14:00,15:15,Thomas Gosnell Hall (GOS)-2305,- To Be Determined,25,25
Art History,ARTH 550,Topics in Art History,3,Lecture,56634,03,2026-01-12,2026-04-27,Monday,17:00,19:50,Carlson Ctr Imaging (CAR)-1155,- To Be Determined,25,25
Art History,ARTH 551,Topics in Art History Writing Intensive,1,Lecture,56286,01,2026-01-12,2026-04-27,Thursday,14:00,16:50,Frank E. Gannett (GAN)-1104,Ellen Tani,20,20
Art History,ARTH 555,Topics in Medieval Art and Architecture,1,Lecture,56288,01,2026-01-12,2026-04-27,Monday Wednesday,15:00,16:15,Frank E. Gannett (GAN)-1104,Sarah Thompson,20,20
Art History,ARTH 573,Conceptual Art,1,Lecture,56290,01,2026-01-12,2026-04-27,Tuesday Thursday,08:00,09:15,Frank E. Gannett (GAN)-4020,Clarence Sheffield,20,20
Art History,ARTH 621,The Image,1,Lecture,56260,01,2026-01-12,2026-04-27,Tuesday Thursday,14:00,15:15,Frank E. Gannett (GAN)-2050,Catherine Zuromskis,5,5
Art History,ARTH 650,Topics in Art History,1,Lecture,56287,01,2026-01-12,2026-04-27,Thursday,14:00,16:50,Frank E. Gannett (GAN)-1104,Ellen Tani,5,5
Art History,ARTH 655,Topics in Medieval Art and Architecture,1,Lecture,56289,01,2026-01-12,2026-04-27,Monday Wednesday,15:00,16:15,Frank E. Gannett (GAN)-1104,Sarah Thompson,5,5
Art History,ARTH 673,Conceptual Art,1,Lecture,56291,01,2026-01-12,2026-04-27,Tuesday Thursday,08:00,09:15,Frank E. Gannett (GAN)-4020,Clarence Sheffield,5,5
Artiificial Intelligence (Interdisciplinary),IDAI 620,Mathematical Methods for Artificial Intelligence,1,Lecture,55303,01,2026-01-12,2026-04-27,To be announced,TBA,,Online,Mihail Barbosu,25,25
Artiificial Intelligence (Interdisciplinary),IDAI 699,Graduate Co op,1,UNKNOWN,,,2026-01-12,2026-04-27,To be announced,TBA,,Off-Campus Location,Cecilia Alm,30,30
Artiificial Intelligence (Interdisciplinary),IDAI 710,Fundamentals of Machine Learning,1,Lecture,55214,01,2026-01-12,2026-04-27,Tuesday Thursday,12:30,13:45,Wallace Library (WAL)-3510,Jamison Heard,25,25
Artiificial Intelligence (Interdisciplinary),IDAI 720,Research Methods for Artificial Intelligence,1,Lecture,55215,01,2026-01-12,2026-04-27,Tuesday Thursday,14:00,15:15,Wallace Library (WAL)-3510,Zhe Yu,25,25
Artiificial Intelligence (Interdisciplinary),IDAI 720,Research Methods for Artificial Intelligence,2,Lecture,55305,02,2026-01-12,2026-04-27,To be announced,TBA,,Online,Esa Rantanen,25,25
Artiificial Intelligence (Interdisciplinary),IDAI 780,Capstone Project,1,Lecture,55306,01,2026-01-12,2026-04-27,Tuesday Thursday,09:30,10:45,Golisano Hall (GOL)-2590,Zhiqiang Tao,25,25
Artiificial Intelligence (Interdisciplinary),IDAI 790,Research Thesis,1,Thesis,55307,01,2026-01-12,2026-04-27,To be announced,TBA,,Online,Cecilia Alm,25,25
Artiificial Intelligence (Interdisciplinary),IDAI 790,Research Thesis,2,Thesis,56292,02,2026-01-12,2026-04-27,To be announced,TBA,,Instructor Provided,Cecilia Alm,25,25
Artiificial Intelligence (Interdisciplinary),IDAI 791,Continuation of Research and Thesis,1,Cont,56294,01,2026-01-12,2026-04-27,To be announced,TBA,,Online,Cecilia Alm,25,25
Artiificial Intelligence (Interdisciplinary),IDAI 791,Continuation of Research and Thesis,2,Cont,56295,02,2026-01-12,2026-04-27,To be announced,TBA,,Instructor Provided,Cecilia Alm,25,25
Artiificial Intelligence (Interdisciplinary),IDAI 799,Independent Study in Artificial Intelligence,1,UNKNOWN,,,2026-01-12,2026-04-27,To be announced,TBA,,Instructor Provided,Cecilia Alm,10,10
Astrophysical Sciences & Tech,ASTP 602,Graduate Seminar II,1,Seminar,50751,01,2026-01-12,2026-04-27,Monday | Wednesday,10:00 | 16:00,11:50 | 17:50,Carlson Ctr Imaging (CAR)-1275 | Frank E. Gannett (GAN)-2070,Nicole Melso,20,20
Astrophysical Sciences & Tech,ASTP 609,Fundamental Astrophysics II,1,Lecture,50780,01,2026-01-12,2026-04-27,Tuesday Thursday,09:30,10:45,Carlson Ctr Imaging (CAR)-1275,"- To Be Determined | Andrew Robinson,",20,20
Astrophysical Sciences & Tech,ASTP 612,Mathematical and Statistical Methods for Astrophysics,1,Lecture,51205,01,2026-01-12,2026-04-27,Tuesday Thursday,11:00,12:15,Wallace Library (WAL)-3440,John Whelan,12,12
Astrophysical Sciences & Tech,ASTP 618,Fundamentals of Theoretical Astrophysics I,1,Lecture,51112,01,2026-01-12,2026-04-27,Monday Wednesday Friday,14:00,14:50,Thomas Gosnell Hall (GOS)-2305,Manuela Campanelli,12,12
Astrophysical Sciences & Tech,ASTP 699,Astrophysical Sciences and Technology Graduate Co op,1,UNKNOWN,,,2026-01-12,2026-04-27,To be announced,TBA,,Off-Campus Location,- To Be Determined,10,10
Astrophysical Sciences & Tech,ASTP 789,Special Topics,1,Lecture,50206,01,2026-01-12,2026-04-27,Tuesday Thursday,15:30,16:45,Carlson Ctr Imaging (CAR)-1275,Jeyhan Kartaltepe,12,12
Astrophysical Sciences & Tech,ASTP 791,Continuation of Thesis,1,Cont,50770,01,2026-01-12,2026-04-27,To be announced,TBA,,Instructor Provided,Andrew Robinson,10,10
Astrophysical Sciences & Tech,ASTP 791,Continuation of Thesis,2,Cont,50771,02,2026-01-12,2026-04-27,To be announced,TBA,,Instructor Provided,Michael Zemcov,10,10
Astrophysical Sciences & Tech,ASTP 791,Continuation of Thesis,3,Cont,51129,03,2026-01-12,2026-04-27,To be announced,TBA,,Instructor Provided,Richard O'Shaughnessy,10,10
Astrophysical Sciences & Tech,ASTP 791,Continuation of Thesis,4,Cont,51136,04,2026-01-12,2026-04-27,To be announced,TBA,,Instructor Provided,Manuela Campanelli,10,10
Astrophysical Sciences & Tech,ASTP 799,ASTP Independent Study,1,UNKNOWN,,,2026-01-12,2026-04-27,To be announced,TBA,,Instructor Provided,Manuela Campanelli,10,10
Astrophysical Sciences & Tech,ASTP 799,ASTP Independent Study,2,UNKNOWN,,,2026-01-12,2026-04-27,To be announced,TBA,,Instructor Provided,- To Be Determined,10,10
Astrophysical Sciences & Tech,ASTP 851,Cosmology,1,Lecture,56480,01,2026-01-12,2026-04-27,Tuesday Thursday,14:00,15:15,Thomas Gosnell Hall (GOS)-2154,Michael Zemcov,12,12
Astrophysical Sciences & Tech,ASTP 861,Advanced Relativity and Gravitation,1,Lecture,50796,01,2026-01-12,2026-04-27,Monday Wednesday Friday,11:00,11:50,Liberal Arts Hall (LBR)-A230,Carlos Lousto,12,12
Astrophysical Sciences & Tech,ASTP 891,Continuation of Thesis,1,Cont,50545,01,2026-01-12,2026-04-27,To be announced,TBA,,Instructor Provided,Joel Kastner,20,20
Astrophysical Sciences & Tech,ASTP 891,Continuation of Thesis,2,Cont,50969,02,2026-01-12,2026-04-27,To be announced,TBA,,Instructor Provided,Joshua Faber,20,20
Astrophysical Sciences & Tech,ASTP 891,Continuation of Thesis,3,Cont,50970,03,2026-01-12,2026-04-27,To be announced,TBA,,Instructor Provided,Zoran Ninkov,20,20
Astrophysical Sciences & Tech,ASTP 891,Continuation of Thesis,4,Cont,50985,04,2026-01-12,2026-04-27,To be announced,TBA,,Instructor Provided,Andrew Robinson,20,20
Astrophysical Sciences & Tech,ASTP 891,Continuation of Thesis,5,Cont,50986,05,2026-01-12,2026-04-27,To be announced,TBA,,Instructor Provided,John Whelan,20,20
Astrophysical Sciences & Tech,ASTP 891,Continuation of Thesis,6,Cont,51140,06,2026-01-12,2026-04-27,To be announced,TBA,,Instructor Provided,Michael Zemcov,20,20
Astrophysical Sciences & Tech,ASTP 899,AST Independent Study,1,UNKNOWN,,,2026-01-12,2026-04-27,To be announced,TBA,,Instructor Provided,- To Be Determined,20,20
Astrophysical Sciences & Tech,ASTP 899,AST Independent Study,2,UNKNOWN,,,2026-01-12,2026-04-27,To be announced,TBA,,Instructor Provided,- To Be Determined,20,20
Behavioral Health and Neuroscience,BHNS 411,Researching the Criminal Mind,1,Lecture,54670,01,2026-01-12,2026-04-27,To be announced,TBA,,Online,Courtney McKinney,20,20
Behavioral Health and Neuroscience,BHNS 426,Addiction Pharmacology,1,Lecture,54672,01,2026-01-12,2026-04-27,To be announced,TBA,,Online,"Celeste Sangiorgio, | Courtney McKinney",30,30
Behavioral Health and Neuroscience,BHNS 800,Psychology Internship Seminar,1,Seminar,54669,01,2026-01-12,2026-04-27,Thursday,13:00,15:00,Slaughter Hall (SLA)-1655,Celeste Sangiorgio,24,24
Bio Chemistry,CHMB 402,Biochemistry I,1,Lecture,50021,01,2026-01-12,2026-04-27,Tuesday Thursday,12:30,13:45,Thomas Gosnell Hall (GOS)-2365,Suzanne O'Handley,60,60
Bio Chemistry,CHMB 402,Biochemistry I,2,Lecture,50022,02,2026-01-12,2026-04-27,Tuesday Thursday,11:00,12:15,Thomas Gosnell Hall (GOS)-2305,Suzanne O'Handley,45,45
Bio Chemistry,CHMB 405,Biochemistry Lab,1,UNKNOWN,,,2026-01-12,2026-04-27,Wednesday,12:00,16:50,Thomas Gosnell Hall (GOS)-2273,Lea Michel,12,12
Bio Chemistry,CHMB 493,Biochemistry Research,1,Research,50446,01,2026-01-12,2026-04-27,To be announced,TBA,,Instructor Provided,Paul Craig,6,6
Bio Chemistry,CHMB 493,Biochemistry Research,2,Research,50447,02,2026-01-12,2026-04-27,To be announced,TBA,,Instructor Provided,Austin Gehret,6,6
Bio Chemistry,CHMB 493,Biochemistry Research,3,Research,50448,03,2026-01-12,2026-04-27,To be announced,TBA,,Instructor Provided,- To Be Determined,6,6
Bio Chemistry,CHMB 493,Biochemistry Research,4,Research,50449,04,2026-01-12,2026-04-27,To be announced,TBA,,Instructor Provided,Christina Goudreau Collison,6,6
Bio Chemistry,CHMB 493,Biochemistry Research,5,Research,50687,05,2026-01-12,2026-04-27,To be announced,TBA,,Instructor Provided,Michael Heagy,6,6
Bio Chemistry,CHMB 493,Biochemistry Research,6,Research,50688,06,2026-01-12,2026-04-27,To be announced,TBA,,Instructor Provided,Lea Michel,6,6
Bio Chemistry,CHMB 493,Biochemistry Research,7,Research,50689,07,2026-01-12,2026-04-27,To be announced,TBA,,Instructor Provided,Suzanne O'Handley,6,6
Bio Chemistry,CHMB 493,Biochemistry Research,8,Research,50690,08,2026-01-12,2026-04-27,To be announced,TBA,,Instructor Provided,Emiliano Brini,6,6
Bio Chemistry,CHMB 493,Biochemistry Research,9,Research,51241,09,2026-01-12,2026-04-27,To be announced,TBA,,Instructor Provided,- To Be Determined,6,6
Bio Chemistry,CHMB 495,Advanced Biochemistry Research,1,Research,50450,01,2026-01-12,2026-04-27,To be announced,TBA,,Instructor Provided,Paul Craig,10,10
Bio Chemistry,CHMB 495,Advanced Biochemistry Research,2,Research,50451,02,2026-01-12,2026-04-27,To be announced,TBA,,Instructor Provided,Austin Gehret,10,10
Bio Chemistry,CHMB 495,Advanced Biochemistry Research,3,Research,50452,03,2026-01-12,2026-04-27,To be announced,TBA,,Instructor Provided,- To Be Determined,10,10
Bio Chemistry,CHMB 495,Advanced Biochemistry Research,4,Research,50453,04,2026-01-12,2026-04-27,To be announced,TBA,,Instructor Provided,Christina Goudreau Collison,10,10
Bio Chemistry,CHMB 495,Advanced Biochemistry Research,5,Research,50734,05,2026-01-12,2026-04-27,To be announced,TBA,,Instructor Provided,Michael Heagy,10,10
Bio Chemistry,CHMB 495,Advanced Biochemistry Research,6,Research,50916,06,2026-01-12,2026-04-27,To be announced,TBA,,Instructor Provided,Lea Michel,10,10
Bio Chemistry,CHMB 495,Advanced Biochemistry Research,7,Research,50917,07,2026-01-12,2026-04-27,To be announced,TBA,,Instructor Provided,Suzanne O'Handley,10,10
Bio Chemistry,CHMB 495,Advanced Biochemistry Research,8,Research,50964,08,2026-01-12,2026-04-27,To be announced,TBA,,Instructor Provided,Emiliano Brini,10,10
Bio Chemistry,CHMB 498,Advanced Biochemistry Independent Study,1,Lecture,50222,01,2026-01-12,2026-04-27,To be announced,TBA,,Instructor Provided,Suzanne O'Handley,20,20
Bio Chemistry,CHMB 499,Biochemistry Co op,1,UNKNOWN,,,2026-01-12,2026-04-27,To be announced,TBA,,Off-Campus Location,Michael Heagy,20,20
Bio Chemistry,CHMB 610,Advanced Protein Biochemistry Structure and Function,1,Lecture,50851,01,2026-01-12,2026-04-27,Tuesday Thursday,17:00,18:15,James E Gleason Hall(GLE)-1159,Suzanne O'Handley,16,16
Biology Non-Majors,BIOG 102,Explorations in Animal and Plant Anatomy and Physiology,1,Lecture,50580,01,2026-01-12,2026-04-27,To be announced,TBA,,Online,Michelle Weatherell,120,120
Biology Non-Majors,BIOG 104,Explorations in Animal Plant Anatomy Physiology Lab,1,Laboratory,50648,01,2026-01-12,2026-04-27,To be announced,TBA,,Online,Michelle Weatherell,55,55
Biology Non-Majors,BIOG 140,Cell and Molecular Biology for Engineers I,1,Laboratory,57271,60L1,2026-01-12,2026-05-01,Wednesday | Monday,15:00 | 15:00,17:50 | 16:50,TBA,Dali Francis,24,24
Biology Non-Majors,BIOG 140,Cell and Molecular Biology for Engineers I,2,Laboratory,57600,60L2,2026-01-12,2026-05-01,Thursday | Tuesday,15:00 | 15:00,17:50 | 16:50,TBA,Rawan Abusirdaneh,24,24
Biology Non-Majors,BIOG 140,Cell and Molecular Biology for Engineers I,3,Laboratory,57643,60L3,2026-01-12,2026-05-01,Wednesday | Monday,09:00 | 09:00,11:50 | 10:50,TBA,Deepika Neela,24,24
Biology Non-Majors,BIOG 140,Cell and Molecular Biology for Engineers I,4,Laboratory,57729,60L4,2026-01-12,2026-05-01,Thursday | Tuesday,09:00 | 09:00,11:50 | 10:50,TBA,Deepika Neela,24,24
Biology Non-Majors,BIOG 240,Cell and Molecular Biology for Engineers II,1,Laboratory,50006,01L1,2026-01-12,2026-04-27,Wednesday | Monday Wednesday,14:00 | 10:00,16:50 | 10:50,Thomas Gosnell Hall (GOS)-A300 | Thomas Gosnell Hall (GOS)-A365,Premlata Kumar,16,16
Biology Non-Majors,BIOG 240,Cell and Molecular Biology for Engineers II,2,Laboratory,50007,01L2,2026-01-12,2026-04-27,Wednesday | Monday Wednesday,18:00 | 10:00,20:50 | 10:50,Thomas Gosnell Hall (GOS)-A300 | Thomas Gosnell Hall (GOS)-A365,Lindsay Piraino | Premlata Kumar,16,16
Biology Non-Majors,BIOG 240,Cell and Molecular Biology for Engineers II,3,Laboratory,50008,01L3,2026-01-12,2026-04-27,Thursday | Monday Wednesday,18:00 | 10:00,20:50 | 10:50,Thomas Gosnell Hall (GOS)-A300 | Thomas Gosnell Hall (GOS)-A365,Premlata Kumar,16,16
Biology Non-Majors,BIOG 240,Cell and Molecular Biology for Engineers II,4,Laboratory,50506,01L4,2026-01-12,2026-04-27,Friday | Monday Wednesday,10:00 | 10:00,12:50 | 10:50,Thomas Gosnell Hall (GOS)-A300 | Thomas Gosnell Hall (GOS)-A365,Premlata Kumar,16,16
Biomed & Chemical Engineering PhD,BCEP 795,Doctoral Seminar,1,Lecture,53035,01,2026-01-12,2026-04-27,Tuesday Thursday,12:30,13:45,Institute Hall (INS)-1140,Vinay Abhyankar,50,50
Biomed & Chemical Engineering PhD,BCEP 877,Doctoral Internship,1,Internship,53049,01,2026-01-12,2026-04-27,To be announced,TBA,,Instructor Provided,Vinay Abhyankar,20,20
Biomed & Chemical Engineering PhD,BCEP 890,Dissertation and Research,1,Research,53042,01,2026-01-12,2026-04-27,To be announced,TBA,,Instructor Provided,Vinay Abhyankar,100,100
Biomed & Chemical Engineering PhD,BCEP 892,Graduate Research,1,Research,53043,01,2026-01-12,2026-04-27,To be announced,TBA,,Instructor Provided,Vinay Abhyankar,75,75
Biomed & Chemical Engineering PhD,BCEP 899,Independent Study,1,UNKNOWN,,,2026-01-12,2026-04-27,To be announced,TBA,,Instructor Provided,Vinay Abhyankar,20,20
Biomedical Engineering,BIME 99,BME Career Seminar,1,Lecture,52831,01,2026-01-12,2026-04-27,Friday,14:00,14:50,SH Explore & Devel (SHD)-4300,Tom Gaborski,80,80
Biomedical Engineering,BIME 191,Introduction to Programming for Biomedical Engineers,1,UNKNOWN,,,2026-01-12,2026-04-27,Tuesday Thursday,13:00,14:50,Institute Hall (INS)-1160,Cory Stiehl,45,45
Biomedical Engineering,BIME 191,Introduction to Programming for Biomedical Engineers,2,UNKNOWN,,,2026-01-12,2026-04-27,Tuesday Thursday,11:00,12:50,Institute Hall (INS)-1160,Cory Stiehl,45,45
Biomedical Engineering,BIME 280,Introduction to Biomechanics,1,Lecture,56450,01,2026-01-12,2026-04-27,Tuesday Thursday | Thursday,09:30 | 17:00,10:45 | 18:50,James E Gleason Hall(GLE)-2580 | Max Lowenthal Hall (LOW)-3215,Cristian Linte,80,80
Biomedical Engineering,BIME 360,Biomedical Signal Analysis,1,Lecture,52905,01,2026-01-12,2026-04-27,Monday Wednesday Friday,10:00,10:50,Institute Hall (INS)-1180,Edward Brown,60,60
Biomedical Engineering,BIME 391,Biomaterials and Biomechanics Lab,1,Lecture,52799,01,2026-01-12,2026-04-27,Monday | Tuesday,13:00 | 11:00,13:50 | 13:50,SH Explore & Devel (SHD)-4300 | To be announced,Jennifer Bailey,50,50
Biomedical Engineering,BIME 391,Biomaterials and Biomechanics Lab,2,Lecture,52799,01,2026-01-12,2026-04-27,Monday | Tuesday,13:00 | 14:00,13:50 | 16:50,Institute Hall (INS)-3170 | SH Explore & Devel (SHD)-4300,Jennifer Bailey,50,50
Biomedical Engineering,BIME 391,Biomaterials and Biomechanics Lab,3,Lecture,52799,01,2026-01-12,2026-04-27,Monday | Thursday,13:00 | 14:00,13:50 | 16:50,Institute Hall (INS)-3170 | SH Explore & Devel (SHD)-4300,Jennifer Bailey,50,50
Biomedical Engineering,BIME 391,Biomaterials and Biomechanics Lab,4,Lecture,52799,01,2026-01-12,2026-04-27,Monday | Thursday,13:00 | 11:00,13:50 | 13:50,Institute Hall (INS)-3170 | SH Explore & Devel (SHD)-4300,Jennifer Bailey,50,50
Biomedical Engineering,BIME 396,Biomedical Instr Repair Maintenance for EWH 2,1,Lecture,52832,01,2026-01-12,2026-04-27,To be announced,TBA,,Online,Jennifer Bailey,15,15
Biomedical Engineering,BIME 407,Medical Device Design,1,Lecture,52904,01,2026-01-12,2026-04-27,Monday Wednesday Friday | Monday Wednesday Friday,14:00 | 14:00,14:50 | 14:50,SH Explore & Devel (SHD)-3300 | Wallace Library (WAL)-3490,Travis Meyer,75,75
Biomedical Engineering,BIME 410,Quantitative Physiology,1,Lecture,52703,01,2026-01-12,2026-04-27,Tuesday Thursday,14:00,15:15,Institute Hall (INS)-1180,Michael Richards,60,60
Biomedical Engineering,BIME 430,Bioprocess Engineering,1,Lecture,56451,01,2026-01-12,2026-04-27,Tuesday Thursday,15:30,16:45,James E Gleason Hall(GLE)-2159,Blanca Lapizco-Encinas,40,40
Biomedical Engineering,BIME 497,Multidisciplinary Senior Design I,1,Lecture,52800,01,2026-01-12,2026-04-27,Tuesday Thursday,08:00,10:45,James E Gleason Hall(GLE)-4460,"Cory Stiehl, | Elizabeth DeBartolo",18,18
Biomedical Engineering,BIME 497,Multidisciplinary Senior Design I,2,Lecture,58032,03,2026-01-12,2026-04-27,Monday Wednesday,08:00,10:45,James E Gleason Hall(GLE)-4460,Elizabeth DeBartolo,4,4
Biomedical Engineering,BIME 498,Multidisciplinary Senior Design II,1,Lecture,52731,02,2026-01-12,2026-04-27,Tuesday Thursday,11:00,13:50,James E Gleason Hall(GLE)-4460,"Cory Stiehl | Elizabeth DeBartolo,",21,21
Biomedical Engineering,BIME 498,Multidisciplinary Senior Design II,2,Lecture,52758,01,2026-01-12,2026-04-27,Tuesday Thursday,14:00,16:50,James E Gleason Hall(GLE)-4460,"Cory Stiehl, | Elizabeth DeBartolo",16,16
Biomedical Engineering,BIME 498,Multidisciplinary Senior Design II,3,Lecture,52814,03,2026-01-12,2026-04-27,Monday Wednesday,14:00,16:50,James E Gleason Hall(GLE)-4460,"Cory Stiehl | Elizabeth DeBartolo,",15,15
Biomedical Engineering,BIME 498,Multidisciplinary Senior Design II,4,Lecture,52893,04,2026-01-12,2026-04-27,Monday Wednesday,11:00,13:50,James E Gleason Hall(GLE)-4460,"Cory Stiehl | Elizabeth DeBartolo,",20,20
Biomedical Engineering,BIME 498,Multidisciplinary Senior Design II,5,Lecture,52894,05,2026-01-12,2026-04-27,Monday Wednesday,08:00,10:50,James E Gleason Hall(GLE)-4460,"Cory Stiehl | Elizabeth DeBartolo,",15,15
Biomedical Engineering,BIME 499,Co op,1,UNKNOWN,,,2026-01-12,2026-04-27,To be announced,TBA,,Off-Campus Location,Jennifer Bailey,50,50
Biomedical Engineering,BIME 499,Co op,2,UNKNOWN,,,2026-01-12,2026-04-27,To be announced,TBA,,Off-Campus Location,Tom Gaborski,50,50
Biomedical Engineering,BIME 499,Co op,3,UNKNOWN,,,2026-01-12,2026-04-27,To be announced,TBA,,Off-Campus Location,Steven Day,50,50
Biomedical Engineering,BIME 499,Co op,4,UNKNOWN,,,2026-01-12,2026-04-27,To be announced,TBA,,Off-Campus Location,Blanca Lapizco-Encinas,50,50
Biomedical Engineering,BIME 499,Co op,5,UNKNOWN,,,2026-01-12,2026-04-27,To be announced,TBA,,Off-Campus Location,Cristian Linte,50,50
Biomedical Engineering,BIME 499,Co op,6,UNKNOWN,,,2026-01-12,2026-04-27,To be announced,TBA,,Off-Campus Location,Vinay Abhyankar,50,50
Biomedical Engineering,BIME 499,Co op,7,UNKNOWN,,,2026-01-12,2026-04-27,To be announced,TBA,,Off-Campus Location,Cory Stiehl,50,50
Biomedical Engineering,BIME 499,Co op,8,UNKNOWN,,,2026-01-12,2026-04-27,To be announced,TBA,,Off-Campus Location,Michael Richards,50,50
Biomedical Engineering,BIME 499,Co op,9,UNKNOWN,,,2026-01-12,2026-04-27,To be announced,TBA,,Off-Campus Location,Karin Wuertz-Kozak,50,50
Biomedical Engineering,BIME 499,Co op,10,UNKNOWN,,,2026-01-12,2026-04-27,To be announced,TBA,,Off-Campus Location,Edward Brown,50,50
Biomedical Engineering,BIME 570,Tissue Engineering,1,Lecture,52952,01,2026-01-12,2026-04-27,Monday Wednesday Friday,10:00,10:50,Institute Hall (INS)-1140,Jennifer Bailey,30,30
Biomedical Engineering,BIME 589,Special Topics,1,Lecture,53003,02,2026-01-12,2026-04-27,Tuesday Thursday,17:00,18:15,James E Gleason Hall(GLE)-1139,Edward Brown,15,15
Biomedical Engineering,BIME 599,Independent Study,1,UNKNOWN,,,2026-01-12,2026-04-27,To be announced,TBA,,Instructor Provided,Jennifer Bailey,10,10
Biomedical Engineering,BIME 625,Measurement Techniques in Fluid Mechanics,1,UNKNOWN,,,2026-01-12,2026-04-27,Monday Wednesday,15:00,16:50,James E Gleason Hall(GLE)-2030,Steven Day,15,15
Biomedical Engineering,BIME 675,Practical Methods in Tissue Engineering,1,Lecture,56452,01,2026-01-12,2026-04-27,Monday | Wednesday,11:00 | 11:00,12:50 | 13:50,Institute Hall (INS)-3090 | James E Gleason Hall(GLE)-2030,Karin Wuertz-Kozak,15,15
Biomedical Engineering,BIME 689,Special Topics,1,Lecture,53004,02,2026-01-12,2026-04-27,Tuesday Thursday,17:00,18:15,James E Gleason Hall(GLE)-1139,Edward Brown,10,10
Biomedical Engineering,BIME 697,Graduate Research Practicum,1,Project,52941,1,2026-01-12,2026-04-27,To be announced,TBA,,Instructor Provided,Vinay Abhyankar,30,30
Biomedical Engineering,BIME 743,Personalized 3D Printing,1,Lecture,53005,01,2026-01-12,2026-04-27,Tuesday Thursday,15:30,16:45,James E Gleason Hall(GLE)-1510,"Denis Cormier, | Jade Myers",24,24
